header,subHeader,content
VŨ GIA - Giày Nhập Khẩu,1,"['giá', 'bằng', 'đúng', 'bát', 'phở', 'miễn_phí', 'vận_chuyển', 'toàn_quốc', 'kiểm_tra', 'hàng', 'thanh_toán']"
Edmicro - Học IELTS cùng AI,1,"['đạt', 'điểm', 'ielts', 'cao', 'còn', 'ước_mơ', 'xa_vời', 'edmicro', 'xây_dựng', 'một', 'lộ_trình', 'đặc_biệt', 'giúp', 'bạn', 'nâng', 'cao', 'kỹ_năng', 'tiếng', 'anh', 'chuẩn_bị', 'kỳ', 'thi', 'ielts', 'một_cách', 'hiệu_quả', 'dễ_dàng', 'đạt', 'band', 'điểm', 'mục_tiêu', 'tìm_hiểu', 'thêm', 'về', 'phương_pháp', 'học', 'speaking', 'luyện', 'nói', 'giới_hạn', 'ai', 'luyện_tập', 'giao_tiếp', 'tiếng', 'anh', 'giới_hạn', 'trợ_lý', 'ai', 'thông_minh', 'giúp', 'bạn', 'tự_tin', 'trôi_chảy', 'hơn', 'trong', 'sử_dụng', 'tiếng', 'anh', 'chỉnh_sửa', 'phát_âm', 'trọng_âm', 'cải_thiện', 'phát_âm', 'trọng_âm', 'chữ', 'câu', 'thông_qua', 'phản_hồi', 'chi_tiết', 'edmicro', 'chấm', 'chữa', 'grammar', 'gợi_ý', 'từ_vựng', 'đắt_giá', 'nhận', 'phản_hồi', 'về', 'lỗi', 'ngữ_pháp', 'gợi_ý', 'từ_vựng', 'phong_phú', 'nâng', 'điểm', 'bài', 'nói', 'writing', 'chấm', 'sửa', 'chi_tiết', 'lỗi', 'chính_tả', 'ngữ_pháp', 'edmicro', 'giúp', 'bạn', 'chấm', 'sửa', 'chi_tiết', 'lỗi', 'chính_tả', 'ngữ_pháp', 'viết', 'chính_xác', 'hơn', 'gợi_ý', 'dàn_bài', 'chinh_phục', 'điểm', 'tuyệt_đối', 'nhận', 'hướng_dẫn', 'về', 'cấu_trúc', 'dàn_bài', 'viết', 'một', 'bài', 'luận', 'hoàn_chỉnh', 'logic', 'đảm_bảo', 'điểm', 'số', 'cao', 'nhất', 'tiến_bộ', 'thần_tốc', 'thành_thạo', 'kỹ_năng', 'viết', 'trở_thành', 'một', 'người', 'viết', 'thành_thạo', 'thông_qua', 'lộ_trình', 'học_tập', 'hiệu_quả', 'edmicro', 'listening', '3', 'tốc_độ', 'nghe', 'tùy_chỉnh', 'tự', 'điều_chỉnh', 'tốc_độ', 'nghe', 'phù_hợp', 'trình_độ', 'bạn', 'nâng', 'cao', 'khả_năng', 'nghe_hiểu', 'ngôn_ngữ', 'gen', 'z', 'tương_tác', 'đa_chiều', 'khám_phá', 'nội_dung', 'thú_vị', 'bằng', 'ngôn_ngữ', 'phong_cách', 'gen', 'z', 'tương_tác', 'trợ_lý', 'ai', 'rèn', 'kỹ_năng', 'nghe', 'bạn', 'reading', 'highlight', 'khóa', 'bắt', 'key', 'chuẩn_xác', 'nhấn_mạnh', 'khóa', 'giúp', 'bạn', 'nắm_bắt', 'thông_tin', 'quan_trọng', 'trong', 'bài', 'đọc', 'tự_động', 'tạo', 'flashcard', 'mới', 'tự_động', 'tạo', 'flashcard', 'mới', 'trong', 'bài', 'đọc', 'giúp', 'bạn', 'nắm', 'vững', 'từ_vựng', 'một_cách', 'hiệu_quả', 'tính_năng', 'từ_điển_tích_hợp', 'tra', 'từ_điển', 'một_cách', 'dễ_dàng', 'trong', 'quá_trình', 'đọc', 'bài', 'tiết_kiệm', 'thời_gian', 'nâng', 'cao', 'hiệu_suất', 'học_tập', 'tham_gia', 'nhận', 'ưu_đãi', 'đặc_biệt', '110', 'học_phí', 'trung_tâm', 'bạn', 'có_thể', 'tiết_kiệm', '50', 'thời_gian', 'đạt', 'band', 'điểm', 'mục_tiêu', 'edmicro', 'đăng_ký', 'nhận', 'lộ_trình', 'thông_tin', 'chi_tiết', 'về', 'khóa', 'học']"
Khu Du Lịch LangBiang,1,"['langbiang', 'đất', 'trời', 'giao_thoa', 'núi_rừng', 'ngân', 'khúc', 'ca', 'thơ_mộng', 'mọi', 'muộn_phiền', 'tạm', 'gác', 'lưng', 'like', 'page', 'ngắm', 'nhìn', 'hơn', 'khung_cảnh', 'bình_yên', 'ở', 'đà_lạt']"
C'Art Cafe,1,"['khoác', 'mình', 'màu', 'áo', 'xanh', 'lá', 'tone', 'pastel', 'dịu_dàng', 'đặc_biệt', 'trang_trí', 'thật', 'cây_xanh', 'cart', 'cafe', 'ví_như', 'khu', 'vườn', 'mùa', 'hạ', 'bóng', 'cây', 'ánh_sáng', 'đồ', 'uống', 'mát_lành']"
VieMusic đã đăng một tập mới của Rap Việt.,1,"['2', 'bài', 'hay', 'xỉuuu', 'rap', 'việt', 'mùa', '3', '2023', 'phát_sóng', '2000', 'thứ', '7', 'hàng', 'tuần', 'kênh', 'truyền_hình', 'htv2', 'viegiảitrí', 'youtube', 'viechannel', 'datvietvac', 'vienetwork', 'viemusic', 'rapviet', 'viechannelhtv2', 'vieon', 'ogenus', 'langld', 'nội_dung', 'khai_thác', 'bảo_vệ', 'bản_quyền', 'bởi', 'vienetwork']"
InterNations ,1,"['meet', 'international', 'people', 'vietnam', 'fun', 'events', 'near', 'discover', 'internations']"
VDu lịch Nhật Bản - Ehime,1,"['trang', 'chính_thức', 'tổng_cục', 'du_lịch', 'tỉnh', 'ehime', 'nhật', 'bản', 'việt', 'nam', 'bạn', 'theo_dõi', 'cập_nhật', 'thêm', 'thông_tin', 'chính_xác', 'hấp_dẫn', 'tỉnh', 'ehime', 'nhé']"
IELTS Advantage,1,"['exactly', 'get', 'band', 'seven', 'higher', 'ielts', 'task', 'two', 'opinion', 'essay', '100', 'free', 'hard', 'understand', 'examiners', 'want', 'taking', 'ielts', 'writing', 'test', 'ive', 'decided', 'show', 'exactly', 'get', 'band', '7', '5', 'days', 'five', 'days', 'youll', 'receive', '5', 'videos', 'lesson', 'challenge', 'take', 'writing', 'skills', 'next', 'level', '5', 'days', 'focus', 'task', '2', 'opinion', 'essay', 'aim', 'show', 'everything', 'need', 'know', 'day', '5', 'heres', 'cover', 'together', 'next', '5', 'days', 'day', '1', 'overall', 'strategy', 'structure', 'day', '2', 'idea', 'generation', 'day', '3', 'introductions', 'day', '4', 'main', 'body', 'paragraphs', 'day', '5', 'conclusions', 'fill', 'name', 'email', 'address', 'get', 'free', 'access', 'delivered', 'straight', 'inbox']"
WESET English Center,1,"['kiểu', 'đau_đầu', 'bạn', '2k5', 'mấy', 'ngày', 'sắp', 'tới']"
AstraZeneca Việt Nam,1,"['tại_sao', 'một', 'tập_đoàn', 'dược_phẩm', 'đầu_tư', 'phục_hồi', 'rừng', 'cảnh_quan', 'astrazeneca', 'đầu_tư', 'tới', '50', 'triệu', 'usd', '12', 'nghìn', 'tỷ', 'đồng', 'chương_trình', 'trồng', 'rừng', 'az', 'forest', 'việt', 'nam', 'theo_dõi', 'fanpage', 'astrazeneca', 'việt_nam', 'đồng_hành', 'chúng_tôi', 'hành_trình']"
NHÀ VIỆT A&C - KIẾN TRÚC XANH,1,"['bạn', 'ý_định', 'xây', 'nhà', 'tìm', 'một', 'đơn_vị', 'thiết_kế', 'thi_công', 'uy_tín', 'hãy', 'liên_hệ', 'nhà', 'việt', 'ac', 'tư_vấn', 'miễn_phí']"
Deakin Business School ,1,"['grow', 'entrepreneurial', 'mindset', 'built', 'future', 'business', 'study', 'university', 'top', '1', 'worldwide']"
ELSA Speak Vietnam ,1,"['ưu_đãi', 'độc_quyền', 'elsa', 'x', 'bino', 'chém', 'tiếng', 'anh', 'giảm', '84', 'elsa', 'pro', 'trọn', 'đời', 'đăng_kí', 'nhận', 'ưu_đãi', 'giới_hạn', 'elsa', 'pro', 'trọn', 'đời', 'còn', '𝟏𝟕𝟒𝟓𝟎𝟎𝟎', 'giá', 'gốc', '10095000', 'elsa', 'speak', 'tạp_chí', 'danh_giá', 'forbes', 'đánh_giá', 'top', '4', 'công_ty', 'sử_dụng', 'trí_tuệ', 'nhân_tạo', 'ai', 'làm', 'thay_đổi', 'thế_giới', 'lựa_chọn', 'đầu_tư', 'đầu_tiên', 'châu', 'á', 'gradient', 'ventures', 'quỹ', 'mạo_hiểm', 'chuyên', 'đầu_tư', 'ai', 'google', 'ưu_đãi', 'số_lượng', 'có_hạn', 'có_thể', 'dừng', 'khuyến_mãi', 'thời_gian', 'dự_kiến', 'đăng_ký']"
Printify ,1,"['bạn', 'tìm_kiếm', 'sản_phẩm', 'tiềm_năng', 'bán', 'etsy', 'hãy', 'tham_khảo', 'đề_xuất', 'anh', 'trương', 'thế', 'nguyên', 'admin', 'group', 'etsy', 'go', 'etsy', 'seller', 'kinh_nghiệm']"
Mai Nguyễn,1,"['khởi_đầu', 'sự_nghiệp', 'tiếng', 'anh', 'hôm_nay', 'thất_nghiệp', 'không_thể', 'định_hướng', 'sự_nghiệp', 'trong', 'tương_lai', 'sinh_viên', 'năm', '3', 'năm', '4', 'sắp', 'trường', 'kinh_nghiệm', 'chuyên_môn', 'thiếu', 'kỹ_năng', 'thực', 'chiến', 'quan_trọng', 'nhất', 'ưu_điểm', 'nổi_bật', 'đi', 'xin', 'chán', 'ngấy', 'công_việc', 'nhàn', 'chán', 'hiện_tại', 'muốn', 'thay_đổi', 'cuộc_sống', 'mình', 'tìm', 'một', 'công_việc', 'tương_lai', 'mức', 'lương', 'cao', 'hơn', 'làm_việc', 'trong', 'tập_đoàn', 'lớn', 'cơ_hội', 'tiếp_xúc', 'người', 'nước_ngoài', 'biết', 'tiếng', 'anh', 'khả_năng', 'giao_tiếp', 'hạn_chế', 'mất', 'dần', 'cơ_hội', 'phát_triển', 'sự_nghiệp', 'edmicro', 'ielts', 'sinh', 'để_dành', 'bạn', '1', 'app', 'đột_phá', '4', 'kỹ_năng', 'listening', 'reading', 'speaking', 'writing', 'hơn', '10000', 'giờ', 'nghiên_cứu', 'thực_hành', 'đội_ngũ', 'chuyên_gia', 'edmicro', 'thành_công', 'nghiên_cứu', 'app', 'học', 'ielts', 'sao', 'phù_hợp', 'người', 'việt', 'nhất', 'giúp', 'học_viên', 'nhanh_chóng', 'đạt', 'band', 'điểm', 'mục_tiêu', 'tiết_kiệm', 'tối_đa', 'chi_phí', 'thời_gian', 'học_tập', 'hệ_thống', 'ai', 'thông_minh', 'đội_ngũ', 'ban', 'giáo_vụ', 'tận_tâm', 'mang', 'trải', 'nghiệm', 'học', 'hoàn_toàn', 'khác_biệt', 'bất_cứ', 'chương_trình', 'học', 'nào', 'bạn', 'dùng', 'thêm', 'bất_cứ', 'chương_trình', 'học', 'nào', 'khác', 'đạt', 'band', 'điểm', 'mục_tiêu']"
Prep For IELTS ,1,"['mất_gốc', 'đáng', 'sợ', 'sợ', 'cơ_hội', 'lấy', 'gốc', 'trước_mắt', 'bạn', 'chọn', 'buông_xuôi', 'sắp', 'hết', 'hè', 'còn', '20', 'slots', 'giảm', '30', 'học_phí', 'lộ_trình', 'mất_gốc', 'đến', '65', 'ielts', 'prep', 'đừng', 'bỏ', 'lỡ', 'nha', '1', 'lộ_trình', '26kngày', 'bạn', 'bứt', 'tốc', 'lấy', 'gốc', 'đạt', 'aim', '255', 'bài', 'giảng', '120', 'bài', 'kiểm_tra', '50', 'bài', 'nóiviết', 'thầy', 'cô', 'chấm', 'chữa', '100', 'bộ', 'đề', 'hot', 'ai', 'chấm', 'nhận_xét', 'tức_thì', 'chần_chừ', 'học', 'đi', 'mọi', 'vấn_đề', 'bạn', 'lo_ngại', 'về', 'khóa', 'học', 'ielts', 'online', 'prep', 'giải_quyết', 'hết', 'học', 'lan_man', 'thi', 'học', 'nấy', 'bám', 'sát', 'đề', 'thi', 'thật', 'lộ_trình', 'tinh_gọn', 'rõ_ràng', 'thiết_kế', 'chi_tiết', 'chặng', 'mất_gốc', 'đến', 'điểm', '65', 'gồm', 'khóa', 'nền_tảng', 'cơ_bản', 'trung_cấp', 'đến', 'chuyên_sâu', 'học', 'đủ', 'kiến_thức', 'phát_âm', 'từ_vựng', 'ngữ_pháp', 'chiến_thuật', 'làm', 'dạng', 'bài', 'trong', 'đề', 'thi', '4', 'kỹ_năng', 'dù', 'tự', 'học', 'online', 'kỹ_năng', 'khó', 'speaking', 'hay', 'writing', 'cân', 'tất', 'người', 'chấm', 'chữa', 'thầy', 'cô', 'band', '80', 'prep', 'đồng_hành', 'chấm', 'chữa', 'định_hướng', 'bạn', 'làm', 'bài', 'ngày', 'đầu_tiên', 'nóiviết', 'đoạn', 'tới', 'bạn', 'trình_độ', 'cao', 'hơn', 'nóiviết', 'bài', 'hoàn_chỉnh', 'giúp', 'bạn', 'đi', 'thi', 'tự_tin', 'đạt', 'band', 'bên', 'cạnh', 'bạn', 'muốn', 'luyện_tập', 'hằng', 'ngày', 'chủ_động', 'luyện', 'speaking', 'writing', 'phòng', 'ảo', 'chấm', 'điểm', 'lỗi', 'sai', 'nâng_cấp', 'bài', 'nói', 'bài', 'viết', 'chính', 'mình', 'nhờ', 'công_nghệ', 'ai', 'học', 'ti_tỉ', 'từ_vựng', 'kiến_thức', 'đắt_giá', 'lần', 'luyện_tập', 'luôn', 'ai_bảo', 'học', 'online', 'thụ_động', 'ngồi', 'nghe', 'thầy', 'cô', 'nói', 'tương_tác', 'trong', 'bài', 'giảng', 'prep', 'thêm', 'tính_năng', 'interactive', 'video', 'đột_phá', 'hoàn_toàn', 'kiểu', 'bài', 'giảng', 'online', 'quay', 'sẵn', 'khác', 'câu', 'hỏi', 'hệ_thống', 'gợi_mở', 'trong', 'quá_trình', 'xem', 'video', 'bài', 'giảng', 'giúp', 'bạn', 'chủ_động', 'tương_tác', 'chọn', 'đáp_án', 'nhận', 'về', 'giải_thích', 'kiến_thức', 'câu', 'trả_lời', 'tạo', 'không_gian', 'học', 'giống', 'thực_tế', 'trao_đổi', 'tương_tác', 'hỏiđáp', 'qua_lại', 'thầy', 'cô', 'trong', 'suốt', 'quá_trình', 'nghe', 'giảng', 'kể', 'prep', 'còn', 'kho', 'tài_liệu', 'đầy_đủ', 'bài_tập', 'bài', 'giảng', 'kèm', 'giải_thích', 'đáp_án', 'chi_tiết', 'bạn', 'học', '1', 'lộ_trình', 'thôi', 'còn', 'thế_giới', 'prep', 'lo', 'lưu_ý', 'còn', 'duy_nhất', '20', 'slots', 'nhận', 'tài_trợ', '30', 'học_phí', 'đăng_ký', '2', 'khóa', '60', 'ngày', 'miễn_phí', 'dùng', 'phòng', 'speaking', 'writing', 'ảo', 'dịp', 'hè', 'bạn', 'sẵn_sàng', 'hãy', 'nhanh', 'tay', 'inbox', 'prep', 'tư_vấn', 'lộ_trình', 'nha']"
FXCE's Top Trader,1,"['trở_thành', 'nhà', 'đầu_tư', 'thành_công', 'thị_trường', 'nhờ', 'công_cụ', 'sao_chép', 'giao_dịch', 'tại_sao', 'thử']"
24h Xả Stress,1,"['báo_danh', 'quà', 'tham_gia', 'kẻo', 'lỡ', 'bạn', 'mới', 'cộng', '79', 'cành', 'sự_kiện', 'hấp_dẫn', 'hỗ_trợ', 'nhanh_chóng', '60s']"
FXCE VN Contest EA,1,"['sao_chép', 'chuyên_gia', 'sao_chép', 'lợi_nhuận', 'đừng', 'lo_lắng', 'copytrade', 'bản_sao', 'bạn', 'trợ_thủ', 'đắc_lực', 'trong', 'thế_giới', 'forex', 'đầy', 'biến_động', 'fxce', 'copytrade', 'đem', 'đến', 'giao_dịch', 'thành_công', 'niềm', 'vui', 'kinh_tế', 'bạn', 'tham_gia']"
Coolmate Active,1,"['áo', 'thể_thao', 'thông_thoáng', 'giá', 'sinh_viên', '99k', 'khám_phá', 'áo', 'thể_thao', 'nam', 'coolmate', 'basics', 'mát_mẻ', 'khử', 'mùi', 'mức', 'giá', 'học_sinh', 'sinh_viên', 'có_thể', 'mua', 'dùng', 'chọn', 'áo', 'thể_thao', 'đúng', 'điệu', '99k', 'áo', 'thể_thao', 'nam', 'coolmate', 'basics', 'giá', 'tốt', 'đợi', 'sale', '99k', 'chất_liệu', '51', 'sợi', 'poly', 'recycle', 'thân_thiện', 'môi_trường', '49', 'poly', 'xử_lý', 'hoàn_thiện', 'vải', 'quickdry', 'nhanh', 'khô', 'wicking', 'thấm', 'hút', 'nhanh', 'tăng', 'khả_năng', 'làm', 'mát', 'thoát', 'khí', 'phù_hợp', 'mọi', 'hoạt_động', 'thể_thao', 'trong', 'nhà', 'ngoài_trời', 'chọn', 'áo', 'tập', 'không_thể', 'bỏ_qua', 'áo', 'thể_thao', 'nam', 'coolmate', 'basics', 'chàng', 'nhé', '_______', 'coolmate', 'mua_sắm', 'đáng', 'tin_cậy', 'dành', 'nam_giới', 'tự_hào', 'sản_xuất', 'việt', 'nam', 'sản_phẩm_chất_lượng', 'giá_cả', 'hợp_lí', 'đổi', 'trả', '60', 'ngày', 'toàn_quốc', 'bất_kỳ', 'lý_do', 'coolmate', 'saving_money', 'saving_time', 'faster_but_safer', 'recycletee0902_luan']"
FUNiX - Học lập trình trực tuyến,1,"['gia_nhập', 'lĩnh_vực', 'iot', 'nắm_bắt', 'công_nghệ', 'tương_lai', 'tìm_hiểu', 'khóa', 'học', 'giúp', 'bạn', 'trở_thành', 'kỹ_sư', 'lập_trình', 'nhúng', 'funix']"
VTI Academy ,1,"['tại_sao', 'học', 'frontend', 'reactjs', 'reactjs', 'một', 'thư_viện', 'mã', 'nguồn', 'mở', 'khả_năng', 'tương_tác', 'tốt', 'nhanh_chóng', 'ứng_dụng', 'web', 'di_động', 'reactjs', 'ngày_một', 'phổ_biến', 'hơn', 'tính', 'đơn_giản', 'linh_hoạt', 'mang', 'lợi_thế', 'lập_trình_viên', 'sử_dụng', 'bởi', 'công_ty', 'lớn', 'netflix', 'airbnb', 'instagram', 'bạn', 'định_hướng', 'trở_thành', 'frontend', 'developer', 'bạn', 'bỏ', 'lỡ', 'reactjs', 'bạn', 'tìm', 'địa_chỉ', 'học', 'frontend', 'reactjs', 'bạn', 'bỏ', 'lỡ', 'vti', 'academy', 'khóa', 'đào_tạo', 'vti', 'academy', 'giúp', 'bạn', 'tự_tin', 'trở_thành', 'frontend', 'reactjs', '42', 'buổi', 'học', 'tham_gia', 'khóa', 'học', 'bạn', 'làm_chủ', 'html', 'css', 'javascript', 'thư_viện', 'bootstrap', 'jquery', 'trong', 'xây_dựng', 'giao_diện', 'website', 'làm_chủ', 'thư_viện', 'reactjs', 'khái_niệm', 'cơ_bản', 'đến', 'nâng', 'cao', 'tạo', 'sản_phẩm', 'ứng_dụng', 'thực_tế', 'trong', 'khóa', 'học', 'kiến_thức', 'phù_hợp', 'nhu_cầu', 'chuyên_môn', 'doanh_nghiệp', 'xây_dựng', 'project', 'hiểu', 'về', 'quy_trình', 'trong', 'phát_triển', 'sản_phẩm', 'phần_mềm', 'làm_việc', 'trong', 'doanh_nghiệp', '50', 'thời_gian', 'thực_hành', 'chuyên_gia', 'giúp', 'tăng', 'khả_năng', 'thực', 'chiến', 'đội_ngũ', 'mentor', 'kinh_nghiệm', 'hỗ_trợ', 'nhiệt_tình', 'trong', 'giờ', 'học', 'cam_kết', 'giới_thiệu', 'việc_làm', 'hệ_thống', 'đối_tác', 'vti', 'academy', 'doanh_nghiệp', 'hàng_đầu', 'về', 'cntt', 'vti', 'fpt', 'cmc', 'smartosc', 'khóa', 'học', 'ưu_đãi', 'học_phí', '30', 'nhanh', 'tay', 'đăng_ký']"
VieMusic đã đăng một tập mới của Rapper On The Mic.,1,"['2', 'giờ', 'sáng', 'còn', 'anh', 'em', 'thức', 'đăng', 'story', 'duy_nhất', '2', 'người', 'xem', 'viemusic', 'vienetwork', 'freaky', 'muonduoccungem', 'nội_dung', 'khai_thác', 'bảo_vệ', 'bản_quyền', 'bởi', 'vienetwork']"
Bệnh Viện Mắt Sài Gòn Sông Hàn,1,"['đà_nẵng', 'ơi', 'mổ', 'cận', 'smile', 'giá', 'không_tưởng', '1', 'triệu', 'đồng', 'mừng', 'sinh_nhật', '1', 'tuổi', 'bệnh_viện', 'mắt', 'sài_gòn', 'sông', 'hàn', 'chơi', 'lớn', 'tặng', 'suất', 'phẫu_thuật', 'khúc_xạ', 'công_nghệ', 'relex', 'smile', 'hiện_đại', 'nhất', 'thế_giới', 'giá', 'còn', '𝟏𝟎𝟎𝟎𝟎𝟎𝟎𝐕𝐍𝐃', 'cách_thức', 'đăng_ký', 'tất_cả', 'khách_hàng', 'đăng_ký', 'link', 'thời_hạn', 'áp_dụng', '13', '9', '1010', 'giải_thưởng', 'quà', 'tặng', '1', 'suất', 'phẫu_thuật', 'relex', 'smile', '2', 'mắt', 'giảm', 'hẳn', '64', 'triệu', 'giá', 'niêm_yết', '65', 'triệu', 'còn', '𝟏𝟎𝟎𝟎𝟎𝟎𝟎𝐕𝐍𝐃', 'ngày_công_bố', 'kết_quả', 'livestream', 'công_bố', 'ngày', '14102023', 'fanpage', 'bệnh_viện', 'mắt', 'sài_gòn', 'sông', 'hàn', 'chi_tiết', 'điều_khoản', 'chương_trình', 'bạn', 'vui_lòng', 'inbox', 'fanpage', 'mmebvmatsaigon', 'bốc', 'máy', 'gọi', 'đến', 'hotline', '1900', '555', '553', 'nhé', 'thông_tin', 'về', 'phương_pháp', 'phẫu_thuật', 'relex', 'smile', 'công_nghệ', 'hiện_đại', 'nhất', 'thế_giới', 'phục_hồi', 'thị_lực', 'hơn', '7', 'triệu', 'ca', 'toàn_cầu', 'điều_trị', 'tới', '10', 'độ', 'cận', '5', 'độ', 'loạn', 'chấp_thuận', 'fda', 'hoa', 'kỳ', 'an_toàn', 'bậc', 'nhất', 'công_nghệ', 'duy_nhất', 'tạo', 'vạt', 'giác_mạc', 'lo', 'biến_chứng', 'xô', 'lệch', 'vạt', 'bảo_tồn', 'tối_đa_giác_mạc', 'quý_giá', 'bạn', 'tỷ_lệ', 'tái_cận', 'thấp', 'nhất', 'ít', 'khô', 'mắt', 'nhất', 'giải_pháp', 'xóa_cận', 'người', 'bận_rộn', '23', 'giây', 'laser', 'điều_trị', 'về', 'trong', 'ngày', 'lo', 'nghỉ_phép', 'dài', 'thị_lực', 'hồi_phục', 'nhanh', '72', 'giờ', 'thứ', '6', 'xóa_cận', 'thứ', '2', 'thoải_mái', 'đi', 'làm', 'chăm_sóc', 'hậu_phẫu', 'đơn_giản', 'nhất', 'đeo', 'kính', 'bảo_hộ', 'trong', 'vòng', '3', 'ngày', 'đầu', '1', 'ngày', 'có_thể', 'xem', 'điện_thoại', 'máy_tính', 'cường_độ', 'nhẹ', '3', 'ngày', 'nghỉ_ngơi', 'có_thể', 'tập_thể_dục', 'nhẹ_nhàng', 'bệnh_viện', 'mắt', 'sài_gòn', 'sông', 'hàn', 'tự_hào', 'trực_thuộc', 'hệ_thống', 'bệnh_viện', 'mắt', 'sài_gòn', 'địa_chỉ', '357', 'lê', 'văn_hiến', 'phoà', 'hải', 'q', 'ngũ_hành', 'sơn', 'tp', 'đà_nẵng', 'về', 'chúng_tôi', 'wwwmatsaigoncom', 'tổng_đài', 'toàn_quốc', '1900', '555', '553']"
Access American Education ,1,"['triển_lãm', 'du_học', 'mỹ', 'canada', 'mùa', 'thu', '2023', 'đà_nẵng', 'săn', 'học_bổng', '30100', 'sự_kiện', 'du_học', 'mỹ', 'canada', 'lớn', 'nhất', 'tháng', '9', 'quy_tụ', '𝟱𝟬', 'trường', 'trung_học', 'đến', 'đại_học', 'đại_học', 'cơ_hội', 'phhs', 'gặp_gỡ', 'hỏi_đáp', 'trực_tiếp', 'giám_đốc', 'tuyển_sinh', 'thu_thập', 'tất_cả', 'thông_tin', 'cần_thiết', 'az', '1', 'kế_hoạch', 'du_học', 'thành_công', 'bấm', 'nút', 'đăng_ký', 'nhận', 'vé', 'mời', 'miễn_phí', 'email', 'gặp_gỡ', '𝟱𝟬', 'trường', 'mỹ', 'canada', 'quỹ', 'học_bổng', 'độc_quyền', 'đến', '𝟭𝟬𝟬', 'xét', 'tuyển', 'tại_chỗ', 'thuyết_trình', 'về', 'quy_trình', 'xin', 'visaf1', 'hỏi_đáp', 'trực_tiếp', 'tư_vấn', 'lộ_trình', 'du_học', 'chuyên_sâu', '11', 'miễn_phí', 'định_hướng', 'ngành', 'học', 'hot', 'cơ_hội', 'làm_việc', 'định_cư', 'hấp_dẫn', 'nhất', 'hotline', 'tư_vấn', 'nhanh', '0919164243', 'aaefallfair2023', 'trienlamduhoc', 'duhocmy', 'duhoccanada']"
Nodemy - Học lập trình để đi làm,1,"['học', 'frontend', 'khó', 'xin', 'đừng', 'lo', 'bạn', 'tất_cả', 'cần_thiết', 'học', 'lập_trình', 'frontend', 'thực', 'chiến', 'trong', '1', 'khóa', 'học', 'bạn', 'đạt', '1', 'thành_thạo', 'vận_dụng', 'html', 'css', 'js', 'react', 'dự_án', '2', 'đi', 'thẳng', 'vấn_đề', 'thực_tế', 'dễ', 'hiểu', 'tiết_kiệm', 'thời_gian', '3', 'xây_dựng', '4', 'dự_án', 'thực_tiễn', 'hoàn_chỉnh', 'tăng_giá_trị', 'cv', 'bạn', '4', 'phát_triển', 'tư_duy', 'xử_lý', 'vấn_đề', 'viết', 'code', 'sạch_sẽ', 'kỹ_năng', 'tìm_kiếm', 'fix', 'lỗi', 'yếu_tố', 'khác_biệt', 'giúp', 'bạn', 'học', 'hiệu_quả', '1', 'tham_gia', 'nhóm', 'hỗ_trợ', '247', '2', 'luôn', 'mentor', 'giúp', 'bạn', 'fix', 'bugs', 'cải_thiện', 'code', 'bạn', '3', 'bài', 'tóm', 'gọn', '310p', 'kèm', 'ví_dụ', 'thực_tế', 'thú_vị', '4', 'đánh_giá', 'tiến_bộ', 'tương_tác', 'trực_tiếp', 'giảng_viên', 'giữ', 'lửa', 'ham', 'học', '5', '80', 'thực_hành', 'skills', 'tư_duy', 'code', 'ứng_dụng', 'đi', 'làm', 'nội_dung', 'khóa', 'học', 'tất', 'tần_tật', 'html', 'css', 'scss', 'trong', '60', 'phút', '5', 'chủ_đề', 'js', 'nâng', 'cao', 'chắc_chắn', 'sử_dụng', 'làm_việc', '30', 'ngày', 'thực', 'chiến', 'html', 'css', 'js', 'trải', 'nghiệm', 'thực_tế', 'bước', 'reactjs', 'thật', 'đơn_giản', 'làm_việc', 'hiệu_quả', 'reactjs', 'xây_dựng', '4', 'dự_án', 'thực_tiễn', 'todolist', 'siêu', 'cấp', 'shop', 'bán', 'hàng', 'web', 'xem', 'phim', 'app', 'chat', 'online', 'sở_hữu', 'kỹ_năng', 'bạn', 'trở_thành', 'ứng_viên', 'đắt_giá', 'lựa_chọn', 'hàng_đầu', 'nhà', 'tuyển_dụng', 'đặc_biệt', '100', 'bạn', 'đăng_ký', 'sớm', 'nhất', 'nhận', 'miễn_phí', 'toàn_bộ', '8', 'khoá', 'học', 'nền_tảng', 'hệ_thống', 'nodemy', 'hãy', 'nhắn_tin', 'mở', 'khoá', 'học', 'nền_tảng', 'miễn_phí', 'đừng', 'bỏ', 'lỡ', 'cơ_hội']"
